sequence,target_id,offset,char,depth,role,paired_target,paired_offset
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P045,181,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P045,29
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P047,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P047,115
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P047,115,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P047,0
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P047,174,«,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.17.P047,251
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P047,251,»,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.17.P047,174
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P048,114,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.17.P048,271
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P048,271,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.17.P048,114
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P049,25,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P049,37
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P049,37,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P049,25
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P055,22,«,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.17.P055,261
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P055,261,»,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.17.P055,22
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P056,57,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P056,109
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P056,109,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P056,57
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P058,63,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.17.P058,111
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P058,111,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.17.P058,63
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P059,97,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.17.P059,123
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P059,123,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.17.P059,97
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P060,67,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P060,95
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P060,95,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P060,67
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P061,94,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P061,110
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P061,110,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P061,94
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P063,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.17.P068,162
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P068,162,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.17.P063,0
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P070,76,«,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.17.P070,174
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P070,174,»,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.17.P070,76
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P071,45,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P071,170
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P071,170,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P071,45
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P073,126,«,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.17.P073,171
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P073,171,»,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.17.P073,126
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P074,26,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P074,79
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P074,79,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P074,26
PASSION24.HOUR.17:ref,PASSION24.HOUR.17.REF.P011,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.17.REF.P013,174
PASSION24.HOUR.17:ref,PASSION24.HOUR.17.REF.P013,174,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.17.REF.P011,0
PASSION24.HOUR.17:ref,PASSION24.HOUR.17.REF.P020,179,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.REF.P020,203
PASSION24.HOUR.17:ref,PASSION24.HOUR.17.REF.P020,203,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.REF.P020,179
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P002,50,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.18.P002,60
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P002,60,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.18.P002,50
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P002,99,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.18.P002,109
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P002,109,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.18.P002,99
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P003,86,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.18.P003,96
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P003,96,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.18.P003,86
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P005,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.18.P005,115
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P005,115,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.18.P005,0
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P014,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.18.P021,78
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P021,78,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.18.P014,0
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P028,117,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.18.P031,155
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P031,155,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.18.P028,117
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P091,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.18.P091,16
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P091,16,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.18.P091,0
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P092,311,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.18.P092,347
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P092,347,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.18.P092,311
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P093,155,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.18.P093,194
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P093,194,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.18.P093,155
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P093,379,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.18.P093,514
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P093,514,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.18.P093,379
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P101,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.18.P101,81
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P101,81,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.18.P101,0
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P111,187,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.18.P113,147
PASSION24.HOUR.18:med,PASSION24.HOUR.18.P113,147,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.18.P111,187
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P015,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.19.P018,94
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P018,94,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.19.P015,0
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P026,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.19.P027,122
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P027,122,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.19.P026,0
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P057,336,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.19.P057,389
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P057,389,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.19.P057,336
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P079,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.19.P081,173
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P081,173,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.19.P079,0
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P097,562,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.19.P099,196
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P099,196,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.19.P097,562
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P108,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.19.P112,219
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P112,219,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.19.P108,0
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P121,358,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.19.P121,415
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P121,415,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.19.P121,358
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P124,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.19.P126,144
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P126,144,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.19.P124,0
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P133,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.19.P137,118
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P137,118,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.19.P133,0
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P146,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.19.P149,168
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P149,168,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.19.P146,0
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P164,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.19.P165,149
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P165,149,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.19.P164,0
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P166,35,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.19.P168,99
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P168,99,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.19.P166,35
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P186,91,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.19.P186,138
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P186,138,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.19.P186,91
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P203,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.19.P203,98
PASSION24.HOUR.19:med,PASSION24.HOUR.19.P203,98,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.19.P203,0
PASSION24.HOUR.19:ref,PASSION24.HOUR.19.REF.P006,62,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.19.REF.P006,212
PASSION24.HOUR.19:ref,PASSION24.HOUR.19.REF.P006,212,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.19.REF.P006,62
PASSION24.HOUR.19:ref,PASSION24.HOUR.19.REF.P007,58,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.19.REF.P007,437
PASSION24.HOUR.19:ref,PASSION24.HOUR.19.REF.P007,437,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.19.REF.P007,58
PASSION24.HOUR.19:ref,PASSION24.HOUR.19.REF.P007,465,«,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.19.REF.P011,257
PASSION24.HOUR.19:ref,PASSION24.HOUR.19.REF.P011,257,»,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.19.REF.P007,465
PASSION24.HOUR.19:ref,PASSION24.HOUR.19.REF.P012,68,«,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.19.REF.P013,235
PASSION24.HOUR.19:ref,PASSION24.HOUR.19.REF.P013,235,»,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.19.REF.P012,68
PASSION24.HOUR.20:med,PASSION24.HOUR.20.P001,21,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.20.P001,82
PASSION24.HOUR.20:med,PASSION24.HOUR.20.P001,82,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.20.P001,21
PASSION24.HOUR.20:med,PASSION24.HOUR.20.P010,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.20.P010,62
PASSION24.HOUR.20:med,PASSION24.HOUR.20.P010,62,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.20.P010,0
PASSION24.HOUR.20:med,PASSION24.HOUR.20.P016,108,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.20.P016,187
PASSION24.HOUR.20:med,PASSION24.HOUR.20.P016,187,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.20.P016,108
PASSION24.HOUR.20:med,PASSION24.HOUR.20.P033,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.20.P033,170
PASSION24.HOUR.20:med,PASSION24.HOUR.20.P033,170,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.20.P033,0
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P001,18,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P001,63
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P001,63,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P001,18
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P008,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.21.P008,65
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P008,65,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.21.P008,0
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P010,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.21.P010,56
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P010,56,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.21.P010,0
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P019,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.21.P019,46
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P019,46,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.21.P019,0
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P020,42,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P020,68
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P020,68,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P020,42
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P020,82,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P020,100
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P020,100,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P020,82
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P023,18,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.21.P023,136
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P023,136,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.21.P023,18
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P025,91,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P025,117
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P025,117,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P025,91
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P025,138,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P025,156
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P025,156,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P025,138
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P027,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.21.P027,215
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P027,215,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.21.P027,0
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P036,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.21.P036,15
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P036,15,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.21.P036,0
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P058,19,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P058,70
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P058,70,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P058,19
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P059,285,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P059,336
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P059,336,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.P059,285
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P066,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.21.P068,85
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P068,85,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.21.P066,0
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P070,35,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.21.P070,50
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P070,50,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.21.P070,35
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P083,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.21.P083,41
PASSION24.HOUR.21:med,PASSION24.HOUR.21.P083,41,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.21.P083,0
PASSION24.HOUR.21:ref,PASSION24.HOUR.21.REF.P006,0,«,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.21.REF.P008,103
PASSION24.HOUR.21:ref,PASSION24.HOUR.21.REF.P008,103,»,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.21.REF.P006,0
PASSION24.HOUR.21:ref,PASSION24.HOUR.21.REF.P009,54,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.REF.P009,105
PASSION24.HOUR.21:ref,PASSION24.HOUR.21.REF.P009,105,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.21.REF.P009,54
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P001,19,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.22.P001,33
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P001,33,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.22.P001,19
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P006,145,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.22.P006,159
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P006,159,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.22.P006,145
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P007,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.22.P009,28
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P009,28,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.22.P007,0
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P017,17,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.22.P017,39
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P017,39,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.22.P017,17
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P022,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.22.P022,22
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P022,22,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.22.P022,0
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P024,18,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.22.P024,68
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P024,68,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.22.P024,18
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P028,96,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.22.P028,188
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P028,188,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.22.P028,96
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P029,87,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.22.P029,97
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P029,97,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.22.P029,87
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P030,67,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.22.P030,120
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P030,120,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.22.P030,67
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P031,143,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.22.P031,191
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P031,191,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.22.P031,143
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P038,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P038,43
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P038,43,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P038,0
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P041,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.22.P041,67
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P041,67,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.22.P041,0
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P048,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P048,47
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P048,47,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P048,0
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P050,120,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P050,167
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P050,167,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P050,120
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P052,137,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P052,184
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P052,184,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P052,137
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P054,162,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P054,209
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P054,209,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P054,162
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P056,137,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P056,184
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P056,184,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P056,137
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P059,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P059,47
PASSION24.HOUR.22:med,PASSION24.HOUR.22.P059,47,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.22.P059,0
